Gene	MostFrequentPhenotype	numVariant	numPhenotypes	Date	MostFrequentInterpretation
CPSF7	Malignant melanoma	2	2	aug2014	not provided
CPSF3	Lung cancer	2	2	aug2014	not provided
CPSF1	Malignant melanoma	2	2	aug2014	not provided
MAD1L1	Prostate cancer, somatic	3	3	aug2014	other
ACAA1	Developmental delay and additional significan	1	1	aug2014	Pathogenic
MUM1L1	Malignant melanoma	1	1	aug2014	not provided
OR3A2	Malignant melanoma	5	5	aug2014	not provided
APOBR	Malignant melanoma	1	1	aug2014	not provided
SIPA1L1	Malignant melanoma	3	3	aug2014	not provided
APCS	Developmental delay and additional significan	2	2	aug2014	Pathogenic
SIPA1L3	Lung cancer	3	3	aug2014	Uncertain significance
SIPA1L2	Lung cancer	3	3	aug2014	Uncertain significance
TTLL5	CONE-ROD DYSTROPHY 19	8	8	aug2014	Pathogenic
TTLL4	Malignant melanoma	1	1	aug2014	not provided
TTLL7	Malignant melanoma	1	1	aug2014	not provided
LTBP4	Cutis laxa with severe pulmonary, gastrointes	8	8	aug2014	Pathogenic
LTBP3	Tooth agenesis, selective, 6	1	1	aug2014	Pathogenic
LTBP2	Microspherophakia	31	31	aug2014	Pathogenic
LTBP1	Malignant melanoma	11	11	aug2014	not provided
TTLL2	Malignant melanoma	1	1	aug2014	not provided
KIF20B	Malignant melanoma	3	3	aug2014	not provided
TTLL9	Malignant melanoma	2	2	aug2014	not provided
TTLL8	Malignant melanoma	1	1	aug2014	not provided
SUFU	AllHighlyPenetrant	18	18	aug2014	not provided
PLA2G4C	Malignant melanoma	1	1	aug2014	not provided
PLA2G4A	Lung cancer	5	5	aug2014	Pathogenic
PLA2G4F	Malignant melanoma	2	2	aug2014	not provided
PLA2G4E	Malignant melanoma	2	2	aug2014	not provided
PLA2G4D	Malignant melanoma	3	3	aug2014	not provided
CRAT	Malignant melanoma	1	1	aug2014	not provided
OR8H1	Malignant melanoma	4	4	aug2014	not provided
OR8H2	Malignant melanoma	2	2	aug2014	not provided
OR8H3	Malignant melanoma	1	1	aug2014	not provided
SLC35F1	Lung cancer	5	5	aug2014	Uncertain significance
SLC35F3	Lung cancer	3	3	aug2014	Uncertain significance
SLC35F2	Lung cancer	2	2	aug2014	not provided
MBD5	not provided	25	25	aug2014	Benign
MBD1	Malignant melanoma	1	1	aug2014	not provided
MBD3	Malignant melanoma	1	1	aug2014	not provided
SUPV3L1	Lung cancer	2	2	aug2014	not provided
LMAN1L	Malignant melanoma	2	2	aug2014	not provided
FAM126A	Hypomyelination and Congenital Cataract	6	6	aug2014	Pathogenic
MLPH	Griscelli syndrome type 3	1	1	aug2014	Pathogenic
TSPAN19	Malignant melanoma	1	1	aug2014	not provided
COL11A1	Fibrochondrogenesis	21	21	aug2014	Pathogenic
COL11A2	AllHighlyPenetrant	36	36	aug2014	Benign
MPC1	not provided	4	4	aug2014	Pathogenic
SLC17A8	AllHighlyPenetrant	7	7	aug2014	Benign
TSPAN12	Exudative vitreoretinopathy 5	13	13	aug2014	Pathogenic
TSPAN14	Malignant melanoma	1	1	aug2014	not provided
TSPAN16	Malignant melanoma	1	1	aug2014	not provided
TSPAN17	Malignant melanoma	1	1	aug2014	not provided
REXO1	Malignant melanoma	3	3	aug2014	not provided
HEPACAM2	Malignant melanoma	1	1	aug2014	not provided
REXO4	Malignant melanoma	1	1	aug2014	not provided
SLC25A19	AllHighlyPenetrant	10	10	aug2014	Likely benign
SLC25A15	Hyperornithinemia-hyperammonemia-homocitrulli	21	21	aug2014	Pathogenic
SLC25A13	Neonatal intrahepatic cholestasis caused by c	24	24	aug2014	Pathogenic
SLC25A12	Hypomyelination, global cerebral	3	3	aug2014	Pathogenic
CHRFAM7A	Malignant melanoma	1	1	aug2014	not provided
MT-ND1	Lebers optic atrophy	25	25	aug2014	Pathogenic
MT-ND2	Lebers optic atrophy	6	6	aug2014	Pathogenic
MT-ND3	Leigh syndrome due to mitochondrial complex I	7	7	aug2014	Pathogenic
MT-ND4	Lebers optic atrophy	6	6	aug2014	Pathogenic
MT-ND5	Lebers optic atrophy	19	19	aug2014	Pathogenic
MT-ND6	Lebers optic atrophy	16	16	aug2014	Pathogenic
SLC17A9	Malignant melanoma	1	1	aug2014	not provided
CCDC14	Lung cancer	2	2	aug2014	not provided
CCDC15	not provided	1	1	aug2014	Uncertain significance
NDUFA10	not provided	11	11	aug2014	Benign
CCDC11	Heterotaxy, visceral, 6, autosomal	2	2	aug2014	Pathogenic
NDUFA12	Leigh syndrome due to mitochondrial complex I	1	1	aug2014	Pathogenic
NDUFA13	Hurthle cell carcinoma of thyroid	1	1	aug2014	Pathogenic
NUP107	Malignant melanoma	1	1	aug2014	not provided
CCDC19	Malignant melanoma	1	1	aug2014	not provided
SRA1	Malignant melanoma	1	1	aug2014	not provided
RBPJL	Malignant melanoma	1	1	aug2014	not provided
GPRIN3	Lung cancer	2	2	aug2014	Uncertain significance
GRIA4	Lung cancer	4	4	aug2014	Uncertain significance
SLC2A13	Lung cancer	3	3	aug2014	Uncertain significance
ZNF644	Myopia 21, autosomal dominant	5	5	aug2014	Pathogenic
ZNF645	Malignant melanoma	1	1	aug2014	not provided
ALDH1L2	Malignant melanoma	2	2	aug2014	not provided
ALDH1L1	Malignant melanoma	5	5	aug2014	not provided
ZNF280D	Lung cancer	2	2	aug2014	not provided
ZNF280C	Malignant melanoma	3	3	aug2014	not provided
VIM	Cataract, nuclear diffuse nonprogressive	3	3	aug2014	not provided
GNG2	Lung cancer	1	1	aug2014	Uncertain significance
LINC01483	Lung cancer	1	1	aug2014	Uncertain significance
VIT	Lung cancer	3	3	aug2014	Uncertain significance
MMAA	Methylmalonic aciduria cblA type	11	11	aug2014	Pathogenic
MMAB	Methylmalonic aciduria cblB type	8	8	aug2014	Pathogenic
TYR	not provided	149	149	aug2014	not provided
ALG8	Congenital disorder of glycosylation type 1H	13	13	aug2014	Pathogenic
ALG9	AllHighlyPenetrant	6	6	aug2014	Benign
STAR	Cholesterol monooxygenase (side-chain cleavin	15	15	aug2014	Pathogenic
FUS	Amyotrophic lateral sclerosis type 6	13	13	aug2014	Pathogenic
GTPBP10	Malignant melanoma	1	1	aug2014	not provided
UGT3A2	Malignant melanoma	2	2	aug2014	not provided
ALG3	Congenital disorder of glycosylation type 1D	6	6	aug2014	Pathogenic
ALG1	Congenital disorder of glycosylation type 1K	19	19	aug2014	Pathogenic
ALG6	Congenital disorder of glycosylation type 1C	19	19	aug2014	Pathogenic
WIF1	Malignant melanoma	1	1	aug2014	not provided
SMARCE1	Meningioma, familial	6	6	aug2014	risk factor
COX6B1	not provided	3	3	aug2014	Benign
RNGTT	Lung cancer	1	1	aug2014	Uncertain significance
TMEM51-AS1	Lung cancer	1	1	aug2014	Uncertain significance
KIAA1324L	Malignant melanoma	4	4	aug2014	not provided
CCNE2	Developmental delay and additional significan	1	1	aug2014	Benign
INSL4	Developmental delay and additional significan	2	2	aug2014	not provided
MT-ND4L	Familial colorectal cancer	2	2	aug2014	Pathogenic
INSL3	Cryptorchidism, unilateral or bilateral	5	5	aug2014	Pathogenic
CLDN8	not provided	2	2	aug2014	Uncertain significance
FIG4	Charcot-Marie-Tooth disease, type 4J	16	16	aug2014	Pathogenic
NOSIP	Malignant melanoma	1	1	aug2014	not provided
ZNF727P	Lung cancer	1	1	aug2014	Uncertain significance
CLDN1	Ichthyosis, leukocyte vacuoles, alopecia, and	3	3	aug2014	Pathogenic
CLDN2	not provided	2	2	aug2014	Uncertain significance
CLDN4	Developmental delay and additional significan	34	34	aug2014	Pathogenic
RASGEF1C	Malignant melanoma	4	4	aug2014	not provided
RASGEF1A	Lung cancer	1	1	aug2014	Uncertain significance
FIGN	Malignant melanoma	3	3	aug2014	not provided
PRSS35	Malignant melanoma	4	4	aug2014	not provided
SMYD4	Malignant melanoma	2	2	aug2014	not provided
MAGEB1	Malignant melanoma	2	2	aug2014	not provided
CYTL1	Malignant melanoma	1	1	aug2014	not provided
SMYD1	Lung cancer	2	2	aug2014	not provided
SMYD2	Malignant melanoma	1	1	aug2014	not provided
OR6A2	Malignant melanoma	1	1	aug2014	not provided
SLC17A7	Malignant melanoma	1	1	aug2014	not provided
SERPIND1	Heparin cofactor II deficiency	4	4	aug2014	Pathogenic
IRF3	Malignant melanoma	2	2	aug2014	not provided
IRF2	Lung cancer	2	2	aug2014	Uncertain significance
IRF1	Neoplasm of stomach	2	2	aug2014	Pathogenic
IRF6	Van der Woude syndrome	21	21	aug2014	Pathogenic
IRF5	Systemic lupus erythematosus 10	6	6	aug2014	risk factor
IRF4	Developmental delay and additional significan	3	3	aug2014	Pathogenic
LINC00333	Lung cancer	7	7	aug2014	Uncertain significance
IRF8	Autosomal dominant CD11C+/CD1C+ dendritic cel	2	2	aug2014	Pathogenic
FAM78B	Lung cancer	4	4	aug2014	not provided
SNX29	Malignant melanoma	2	2	aug2014	not provided
PDX1	Maturity-onset diabetes of the young, type 4	30	30	aug2014	Pathogenic
CLK2	Poor coordination	1	1	aug2014	Uncertain significance
CLK3	Developmental delay and additional significan	1	1	aug2014	Pathogenic
SNX27	Lung cancer	1	1	aug2014	Uncertain significance
SNX24	Lung cancer	1	1	aug2014	Uncertain significance
LOC101927411	Lung cancer	1	1	aug2014	Uncertain significance
ONECUT2	Malignant melanoma	1	1	aug2014	not provided
TECR	AllHighlyPenetrant	5	5	aug2014	Likely benign
PANX2	Malignant melanoma	1	1	aug2014	not provided
PANX3	Malignant melanoma	2	2	aug2014	not provided
FECH	Erythropoietic protoporphyria	17	17	aug2014	Pathogenic
ZBTB11	Malignant melanoma	1	1	aug2014	not provided
ZBTB16	Lung cancer	4	4	aug2014	Uncertain significance
ZBTB18	Chromosome 1q43-q44 deletion syndrome	2	2	aug2014	Pathogenic
TEX101	Lung cancer	1	1	aug2014	Uncertain significance
ADAP1	Lung cancer	1	1	aug2014	Uncertain significance
ADAP2	not provided	2	2	aug2014	Uncertain significance
ZNF641	Malignant melanoma	1	1	aug2014	not provided
LINC00469	Malignant melanoma	1	1	aug2014	not provided
MTO1	not provided	13	13	aug2014	Benign
SPATA13	Malignant melanoma	1	1	aug2014	not provided
KLHL10	Spermatogenic failure 11	3	3	aug2014	Pathogenic
ACVR2A	Developmental delay and additional significan	4	4	aug2014	Pathogenic
ACVR2B	not provided	4	4	aug2014	Pathogenic
RRAS2	Neoplasm of ovary	1	1	aug2014	other
KLHL14	Lung cancer	2	2	aug2014	Uncertain significance
SLC35F4	Lung cancer	4	4	aug2014	Uncertain significance
GAB2	Lung cancer	1	1	aug2014	Uncertain significance
DAB2IP	Malignant melanoma	3	3	aug2014	not provided
MIR100HG	Lung cancer	2	2	aug2014	Uncertain significance
TRIM68	Malignant melanoma	2	2	aug2014	not provided
TRIM69	Malignant melanoma	1	1	aug2014	not provided
PARD3	Lung cancer	3	3	aug2014	Uncertain significance
MTOR	Malignant melanoma	3	3	aug2014	not provided
UNG	Immunodeficiency with hyper IgM type 5	7	7	aug2014	Pathogenic
TRIM60	Malignant melanoma	1	1	aug2014	not provided
TRIM61	Malignant melanoma	1	1	aug2014	not provided
UNK	Malignant melanoma	1	1	aug2014	not provided
SNRNP70	Lung cancer	1	1	aug2014	Uncertain significance
ITK	Lymphoproliferative syndrome, ebv-associated,	5	5	aug2014	Pathogenic
OMD	Malignant melanoma	1	1	aug2014	not provided
LOC339862	Lung cancer	2	2	aug2014	Uncertain significance
C2orf83	Malignant melanoma	1	1	aug2014	not provided
CNBD2	Malignant melanoma	1	1	aug2014	not provided
CNBD1	Lung cancer	12	12	aug2014	Uncertain significance
SOWAHB	Malignant melanoma	3	3	aug2014	not provided
NRF1	Lung cancer	1	1	aug2014	Uncertain significance
NAGPA	Variant of unknown significance	3	3	aug2014	Uncertain significance
LCAT	Norum disease	20	20	aug2014	Pathogenic
LRRC8A	Agammaglobulinemia 5, autosomal dominant	1	1	aug2014	Pathogenic
HIP1	Expressive language delay	3	3	aug2014	Uncertain significance
TRDN	Lung cancer	7	7	aug2014	Uncertain significance
SERTAD3	Malignant melanoma	2	2	aug2014	not provided
ARAP3	Malignant melanoma	1	1	aug2014	not provided
ARAP2	Malignant melanoma	4	4	aug2014	not provided
ARAP1	Malignant melanoma	3	3	aug2014	not provided
ZSCAN1	Malignant melanoma	1	1	aug2014	not provided
BID	Malignant melanoma	1	1	aug2014	not provided
GIN1	Malignant melanoma	1	1	aug2014	not provided
TTPA	Ataxia with vitamin E deficiency	22	22	aug2014	Pathogenic
KLKB1	Prekallikrein deficiency	6	6	aug2014	Pathogenic
PPM1E	Lung cancer	2	2	aug2014	not provided
CYBB	not provided	96	96	aug2014	not provided
CYBA	Granulomatous disease, chronic, autosomal rec	18	18	aug2014	Pathogenic
CEACAM18	Malignant melanoma	3	3	aug2014	not provided
SLK	Malignant melanoma	2	2	aug2014	not provided
HMHA1	Malignant melanoma	1	1	aug2014	not provided
CEACAM16	Deafness, autosomal dominant 4b	1	1	aug2014	Pathogenic
CTNS	Cystinosis	28	28	aug2014	Pathogenic
ACMSD	Malignant melanoma	3	3	aug2014	not provided
DHCR24	Desmosterolosis	6	6	aug2014	Pathogenic
PPM1A	Malignant melanoma	1	1	aug2014	not provided
NOTCH4	Malignant melanoma	1	1	aug2014	not provided
MCC	Carcinoma of colon	5	5	aug2014	other
LCA5	Leber congenital amaurosis 5	4	4	aug2014	Pathogenic
NOTCH2	Alagille syndrome 2	22	22	aug2014	Pathogenic
NOTCH3	Cerebral autosomal dominant arteriopathy with	19	19	aug2014	Pathogenic
ZNF658	Malignant melanoma	1	1	aug2014	not provided
PPP1R42	Malignant melanoma	1	1	aug2014	not provided
HSF2	Variant of unknown significance	2	2	aug2014	not provided
HSF5	Malignant melanoma	1	1	aug2014	not provided
HSF4	Cataract, zonular	4	4	aug2014	Pathogenic
CRLF1	Cold-induced sweating syndrome 1	21	21	aug2014	Pathogenic
NISCH	Malignant melanoma	3	3	aug2014	not provided
PRPF4B	Autism spectrum disorders	1	1	aug2014	Uncertain significance
RAPGEF4	Malignant melanoma	3	3	aug2014	not provided
RAPGEF5	Lung cancer	2	2	aug2014	not provided
C7orf57	Ambiguous genitalia	1	1	aug2014	Pathogenic
N4BP2L2	Lung cancer	1	1	aug2014	Uncertain significance
RAPGEF1	Renal adysplasia	2	2	aug2014	Pathogenic
RAPGEF2	Lung cancer	1	1	aug2014	Uncertain significance
RAPGEF3	Malignant melanoma	1	1	aug2014	not provided
ZNF384	Malignant melanoma	1	1	aug2014	not provided
ZNF354A	Malignant melanoma	2	2	aug2014	not provided
POC1A	AllHighlyPenetrant	6	6	aug2014	Likely benign
C1RL	Malignant melanoma	3	3	aug2014	not provided
ZNF354B	Lung cancer	2	2	aug2014	not provided
PARK7	Parkinson disease 7	8	8	aug2014	Pathogenic
RORC	Malignant melanoma	5	5	aug2014	not provided
RORB	Malignant melanoma	7	7	aug2014	not provided
RORA	Lung cancer	2	2	aug2014	Uncertain significance
PARK2	Parkinson disease 2	47	47	aug2014	Pathogenic
ZNF479	Malignant melanoma	3	3	aug2014	not provided
NXPE1	Malignant melanoma	3	3	aug2014	not provided
NXPE3	Malignant melanoma	2	2	aug2014	not provided
NXPE4	Malignant melanoma	3	3	aug2014	not provided
TSPAN11	Lung cancer	1	1	aug2014	Uncertain significance
ZNF471	Malignant melanoma	1	1	aug2014	not provided
MSMB	Prostate cancer, hereditary, 13	2	2	aug2014	Pathogenic
SCHLAP1	Lung cancer	1	1	aug2014	Uncertain significance
MDM1	Malignant melanoma	2	2	aug2014	not provided
MDM2	Accelerated tumor formation, susceptibility t	1	1	aug2014	risk factor
ROR2	Brachydactyly type B1	19	19	aug2014	Pathogenic
ROR1	Malignant melanoma	2	2	aug2014	not provided
KIZ	RETINITIS PIGMENTOSA 69	3	3	aug2014	Pathogenic
SNRPD1	Lung cancer	1	1	aug2014	Uncertain significance
SLTM	Malignant melanoma	1	1	aug2014	not provided
SFI1	Malignant melanoma	1	1	aug2014	not provided
CPB2	Lung cancer	3	3	aug2014	Pathogenic
CPB1	Lung cancer	2	2	aug2014	not provided
KIT	AllHighlyPenetrant	48	48	aug2014	Pathogenic
KPNA7	not provided	3	3	aug2014	Uncertain significance
KPNA6	Malignant melanoma	1	1	aug2014	not provided
KPNA5	Malignant melanoma	1	1	aug2014	not provided
KPNA4	Lung cancer	2	2	aug2014	Uncertain significance
KIN	Malignant melanoma	1	1	aug2014	not provided
EDAR	Autosomal recessive hypohidrotic ectodermal d	16	16	aug2014	Pathogenic
PKP3	Malignant melanoma	1	1	aug2014	not provided
LOC101928778	Lung cancer	1	1	aug2014	Uncertain significance
IFT43	Cranioectodermal dysplasia 3	1	1	aug2014	Pathogenic
CRP	Malignant melanoma	1	1	aug2014	not provided
IFT46	Malignant melanoma	1	1	aug2014	not provided
UNC119B	Malignant melanoma	1	1	aug2014	not provided
CRX	not provided	49	49	aug2014	not provided
FRS3	Malignant melanoma	1	1	aug2014	not provided
TNFRSF17	Developmental delay and additional significan	2	2	aug2014	Pathogenic
TNFRSF14	AllHighlyPenetrant	33	33	aug2014	not provided
CRK	Developmental delay and additional significan	6	6	aug2014	Pathogenic
CRH	ACTH deficiency	4	4	aug2014	Pathogenic
TNFRSF19	Malignant melanoma	1	1	aug2014	not provided
GLDN	Lung cancer	1	1	aug2014	Uncertain significance
CHODL	Lung cancer	2	2	aug2014	Uncertain significance
GLDC	Non-ketotic hyperglycinemia	89	89	aug2014	Likely pathogenic
QPCT	Lung cancer	1	1	aug2014	Uncertain significance
PC	Pyruvate carboxylase deficiency	32	32	aug2014	Pathogenic
ACE2	Malignant melanoma	1	1	aug2014	not provided
B4GALT1	not provided	3	3	aug2014	Pathogenic
B4GALT2	Malignant melanoma	1	1	aug2014	not provided
B4GALT5	Malignant melanoma	2	2	aug2014	not provided
NINL	Malignant melanoma	2	2	aug2014	not provided
B4GALT7	Ehlers-Danlos syndrome progeroid type	3	3	aug2014	Pathogenic
FCN3	Immunodeficiency due to ficolin 3 deficiency	1	1	aug2014	Pathogenic
FCN2	Malignant melanoma	1	1	aug2014	not provided
FCN1	Malignant melanoma	1	1	aug2014	not provided
OR5L1	Malignant melanoma	6	6	aug2014	not provided
CSN1S1	Clonus	2	2	aug2014	not provided
TUBA3C	Malignant melanoma	4	4	aug2014	not provided
TRRAP	Malignant melanoma	8	8	aug2014	not provided
LINC00613	Lung cancer	2	2	aug2014	Uncertain significance
LINC00616	Lung cancer	1	1	aug2014	Uncertain significance
TUBA3D	Malignant melanoma	1	1	aug2014	not provided
CR2	Malignant melanoma	7	7	aug2014	not provided
CR1	Malignant melanoma	5	5	aug2014	not provided
TNFRSF1B	Malignant melanoma	3	3	aug2014	not provided
LGMN	Lung cancer	2	2	aug2014	not provided
TNFRSF1A	TNF receptor-associated periodic fever syndro	93	93	aug2014	not provided
CYP19A1	Aromatase deficiency	21	21	aug2014	Pathogenic
PPP1R9B	not provided	30	30	aug2014	not provided
SULT2B1	Malignant melanoma	2	2	aug2014	not provided
GPD1L	Brugada syndrome 2	7	7	aug2014	Pathogenic
SOGA3	Malignant melanoma	2	2	aug2014	not provided
SOGA1	Malignant melanoma	1	1	aug2014	not provided
WDYHV1	Malignant melanoma	2	2	aug2014	not provided
KPRP	Malignant melanoma	1	1	aug2014	not provided
ARNTL2	Malignant melanoma	1	1	aug2014	not provided
PTPN1	Insulin resistance, susceptibility to	2	2	aug2014	not provided
EHMT1	AllHighlyPenetrant	65	65	aug2014	Pathogenic
PTPN7	Malignant melanoma	2	2	aug2014	not provided
HPRT1	Lesch-Nyhan syndrome	91	91	aug2014	Pathogenic
PTPN6	Malignant melanoma	1	1	aug2014	not provided
STOX1	Preeclampsia/eclampsia 4	5	5	aug2014	not provided
MARK1	Lung cancer	4	4	aug2014	not provided
MARK2	Lung cancer	1	1	aug2014	Uncertain significance
STOX2	Malignant melanoma	2	2	aug2014	not provided
PTPN4	Lung cancer	2	2	aug2014	Uncertain significance
NDUFA11	not provided	4	4	aug2014	Benign
IGBP1	AllHighlyPenetrant	2	2	aug2014	Pathogenic
CD63	Lung cancer	2	2	aug2014	Uncertain significance
FOXF2	Developmental delay and additional significan	3	3	aug2014	Pathogenic
CD69	Lung cancer	1	1	aug2014	Uncertain significance
TPD52L2	Lung cancer	2	2	aug2014	not provided
TPD52L1	Malignant melanoma	1	1	aug2014	not provided
EFCAB11	Lung cancer	1	1	aug2014	Uncertain significance
EFCAB13	Malignant melanoma	2	2	aug2014	not provided
SHCBP1	Malignant melanoma	1	1	aug2014	not provided
GPR52	Malignant melanoma	2	2	aug2014	not provided
CAPSL	Lung cancer	2	2	aug2014	not provided
ACTR3B	Lung cancer	3	3	aug2014	Uncertain significance
WDR11	not provided	9	9	aug2014	not provided
CHRD	Malignant melanoma	4	4	aug2014	not provided
WDR17	Malignant melanoma	5	5	aug2014	not provided
WDR16	Malignant melanoma	3	3	aug2014	not provided
WDR19	Nephronophthisis 13	17	17	aug2014	Pathogenic
WDR18	Malignant melanoma	1	1	aug2014	not provided
AOX1	Developmental delay and additional significan	5	5	aug2014	Pathogenic
LMF1	Lipase deficiency combined	1	1	aug2014	Pathogenic
GPR55	Malignant melanoma	1	1	aug2014	not provided
FAM204A	Lung cancer	1	1	aug2014	Uncertain significance
LINC00871	Lung cancer	7	7	aug2014	Uncertain significance
C1orf216	Malignant melanoma	1	1	aug2014	not provided
USP9X	MENTAL RETARDATION, X-LINKED 99	5	5	aug2014	Pathogenic
USP9Y	Spermatogenic failure, Y-linked 2	2	2	aug2014	Pathogenic
ZMYND10	Ciliary dyskinesia, primary, 22	6	6	aug2014	Pathogenic
ZMYND11	Developmental delay and additional significan	3	3	aug2014	Uncertain significance
LOC101927066	Lung cancer	6	6	aug2014	Uncertain significance
ZMYND19	Malignant melanoma	1	1	aug2014	not provided
KRT33A	Malignant melanoma	1	1	aug2014	not provided
CLEC3A	Global developmental delay	4	4	aug2014	Uncertain significance
AMBP	Malignant melanoma	3	3	aug2014	not provided
AMBN	Malignant melanoma	6	6	aug2014	not provided
ZFP42	Developmental delay and additional significan	3	3	aug2014	Benign
FAM83D	Malignant melanoma	1	1	aug2014	not provided
OR4B1	Malignant melanoma	3	3	aug2014	not provided
WNT2B	Malignant melanoma	1	1	aug2014	not provided
C10orf35	Malignant melanoma	1	1	aug2014	not provided
HSPB3	Distal hereditary motor neuronopathy type 2C	1	1	aug2014	Pathogenic
HSPB1	Distal hereditary motor neuronopathy type 2B	11	11	aug2014	Pathogenic
PKN1	Malignant melanoma	3	3	aug2014	not provided
PKN2	Malignant melanoma	1	1	aug2014	not provided
HSPB8	Distal hereditary motor neuronopathy type 2A	4	4	aug2014	Pathogenic
RHOBTB3	Malignant melanoma	4	4	aug2014	not provided
RHOBTB1	Lung cancer	2	2	aug2014	Uncertain significance
DIS3L2	Renal hamartomas nephroblastomatosis and feta	4	4	aug2014	Pathogenic
TNFRSF21	Lung cancer	1	1	aug2014	Uncertain significance
UTP14C	Congenital disorder of glycosylation type 1P	3	3	aug2014	Pathogenic
KCNE2	Congenital long QT syndrome	25	25	aug2014	Pathogenic
KCNE3	not provided	5	5	aug2014	Benign
KCNE1	not provided	75	75	aug2014	Pathogenic
AGMO	Lung cancer	1	1	aug2014	Uncertain significance
LDLRAD1	Malignant melanoma	2	2	aug2014	not provided
LDLRAD3	Lung cancer	1	1	aug2014	Uncertain significance
LDLRAD4	Developmental delay and additional significan	3	3	aug2014	Pathogenic
TRG-AS1	Lung cancer	1	1	aug2014	Uncertain significance
RFTN1	Lung cancer	1	1	aug2014	Uncertain significance
LIG4	Lig4 syndrome	14	14	aug2014	Pathogenic
CSNK1D	Advanced sleep phase syndrome, familial, 2	3	3	aug2014	Pathogenic
CSNK1E	Hearing impairment	2	2	aug2014	Pathogenic
LIG1	Dna ligase i deficiency	2	2	aug2014	Pathogenic
LIG3	Malignant melanoma	4	4	aug2014	not provided
APEH	Malignant melanoma	1	1	aug2014	not provided
DEFB136	Malignant melanoma	1	1	aug2014	not provided
CCDC129	not provided	2	2	aug2014	not provided
ISCU	not provided	4	4	aug2014	Pathogenic
IL36RN	Pustular psoriasis, generalized	9	9	aug2014	Pathogenic
TPSD1	Malignant melanoma	3	3	aug2014	not provided
UMODL1	Malignant melanoma	2	2	aug2014	not provided
MT-TS2	Retinitis pigmentosa-deafness syndrome	4	4	aug2014	Pathogenic
MT-TS1	AllHighlyPenetrant	16	16	aug2014	Pathogenic
ADAMTS20	Malignant melanoma	8	8	aug2014	not provided
SLC12A8	Malignant melanoma	4	4	aug2014	not provided
KCTD17	Lung cancer	1	1	aug2014	Uncertain significance
KCTD16	Lung cancer	2	2	aug2014	not provided
CSPG4	Malignant melanoma	3	3	aug2014	Pathogenic
CSPG5	Lung cancer	2	2	aug2014	not provided
KRTAP10-2	Developmental delay and additional significan	1	1	aug2014	Pathogenic
ZKSCAN3	Malignant melanoma	2	2	aug2014	not provided
ZKSCAN2	Malignant melanoma	1	1	aug2014	not provided
ZKSCAN7	Malignant melanoma	2	2	aug2014	not provided
GLIS2	AllHighlyPenetrant	5	5	aug2014	Benign
GLIS3	AllHighlyPenetrant	7	7	aug2014	Likely benign
GLIS1	Malignant melanoma	3	3	aug2014	not provided
H6PD	Deficiency of (R)-20-hydroxysteroid dehydroge	7	7	aug2014	Pathogenic
CHCHD10	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LA	1	1	aug2014	Pathogenic
SLC25A36	Lung cancer	1	1	aug2014	Uncertain significance
BCHE	Deficiency of butyrylcholine esterase	26	26	aug2014	Pathogenic
DCP1A	Malignant melanoma	1	1	aug2014	not provided
SLC25A32	Lung cancer	1	1	aug2014	Uncertain significance
GK3P	Malignant melanoma	1	1	aug2014	not provided
SLC25A38	Anemia, sideroblastic, pyridoxine-refractory,	5	5	aug2014	Pathogenic
TUBA1A	Lissencephaly 3	12	12	aug2014	Pathogenic
IGSF10	Malignant melanoma	8	8	aug2014	not provided
IGSF11	Lung cancer	3	3	aug2014	Uncertain significance
TMEM182	Lung cancer	1	1	aug2014	Uncertain significance
ZIM2	Lung cancer	2	2	aug2014	Uncertain significance
TMEM187	Malignant melanoma	2	2	aug2014	not provided
FAM102B	Malignant melanoma	1	1	aug2014	not provided
WNT11	Malignant melanoma	3	3	aug2014	not provided
HCAR3	Malignant melanoma	2	2	aug2014	not provided
ENTPD1-AS1	Lung cancer	2	2	aug2014	Uncertain significance
OR52N5	Malignant melanoma	2	2	aug2014	not provided
SCGB1A1	Asthma, susceptibility to	1	1	aug2014	Uncertain significance
OR7C2	Malignant melanoma	3	3	aug2014	not provided
USP12	Lung cancer	1	1	aug2014	Uncertain significance
TAF4	Malignant melanoma	2	2	aug2014	not provided
TAF2	Mental retardation, autosomal recessive 40	4	4	aug2014	Uncertain significance
TAF1	Dystonia 3, torsion, X-linked	3	3	aug2014	Pathogenic
LOC101929380	Lung cancer	2	2	aug2014	Uncertain significance
G6PD	not provided	132	132	aug2014	other
G6PC	Glycogen storage disease type 1A	28	28	aug2014	Pathogenic
HMOX2	Cleft uvula	1	1	aug2014	Uncertain significance
TSPAN32	Malignant melanoma	1	1	aug2014	not provided
POMT1	not provided	56	56	aug2014	Pathogenic
POMT2	not provided	49	49	aug2014	Pathogenic
AIF1	Malignant melanoma	1	1	aug2014	not provided
AGPS	Rhizomelic chondrodysplasia punctata type 3	4	4	aug2014	Pathogenic
ALAD	Porphobilinogen synthase deficiency	8	8	aug2014	Pathogenic
USP15	Developmental delay and additional significan	3	3	aug2014	Uncertain significance
CCNG1	Global developmental delay	1	1	aug2014	Pathogenic
EFCC1	Malignant melanoma	1	1	aug2014	not provided
SOS2	Malignant melanoma	3	3	aug2014	not provided
LRRCC1	Malignant melanoma	1	1	aug2014	not provided
